날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-03-03,화,중식,4,브로콜리무침,부찬,84,19.2,4.3,5,544,5.3,0.7,83,2.3,국내산,냉동보관,없음,
2026-03-03,화,중식,5,양파볶음,부찬,76,10.3,16.6,5,702,10.6,1.7,95,7.6,국내산,상온보관,없음,
2026-03-03,화,중식,6,백김치,김치류,42,23.5,19.1,5,752,14.2,5.2,17,6.7,중국산,냉장보관,대두,
2026-03-03,화,중식,7,백김치,김치류,3,24.7,18,5,818,13.1,5.5,14,2.3,국내산,상온보관,우유,
2026-03-03,화,중식,8,쿨피스,후식/음료,94,11.7,6.9,5,321,12.3,3.8,112,3.5,국내산,냉장보관,"난류,대두,밀,새우",
2026-03-03,화,석식,1,콩밥,주식,333,29.3,3.7,45.6,690,5.7,3.7,120,2.2,국내산,냉동보관,우유,
2026-03-03,화,석식,2,시금치된장국,국/찌개,82,32,24.7,5,396,9,2.6,97,1,미국산,냉장보관,"밀,계란,대두",
2026-03-03,화,석식,3,닭볶음탕,주찬,251,26.8,9.5,14.6,252,4.5,4.5,51,5.5,국내산,상온보관,없음,
2026-03-03,화,석식,4,무생채,부찬,70,14.3,12.6,5,239,11.5,3.7,74,5.4,호주산,상온보관,없음,
2026-03-03,화,석식,5,우엉조림,부찬,57,6,20.5,5,358,13.3,5.7,57,4.3,국내산,냉장보관,"대두,밀",
2026-03-03,화,석식,6,백김치,김치류,-8,19.1,6.8,5,509,13.4,2.1,34,6.8,국내산,냉동보관,"대두,밀",
2026-03-03,화,석식,7,열무김치,김치류,-12,13.9,6.8,5,359,8.6,1.8,30,6.4,국내산,냉장보관,없음,
2026-03-03,화,석식,8,아이스크림,후식/음료,70,30.8,4.5,5,496,2.1,2.2,115,7.1,국내산,냉장보관,"계란,밀",
2026-03-04,수,조식,1,흑미밥,주식,349,7.2,18.8,37.7,319,2.7,0.9,3,1.9,중국산,냉동보관,없음,
2026-03-04,수,조식,2,시금치된장국,국/찌개,100,5.2,24.7,5,203,1.8,1,62,6.3,국내산,냉장보관,없음,
2026-03-04,수,조식,3,오리불고기,주찬,256,13,14.3,18.8,823,12.3,5.9,50,5.4,국내산,상온보관,우유,
2026-03-04,수,조식,4,깻잎무침,부찬,83,25,10.8,5,432,11.3,3.3,10,7.6,호주산,상온보관,"난류,대두,밀,새우",
2026-03-04,수,조식,5,감자조림,부찬,108,23.2,3,5,163,11.5,1.7,108,4.5,국내산,냉장보관,우유,
2026-03-04,수,조식,6,석박지,김치류,13,8.9,17.9,5,282,5.8,0.6,61,3.2,호주산,냉장보관,대두,
2026-03-04,수,조식,7,총각김치,김치류,-13,24.4,20,5,271,11.4,3.4,80,2.4,국내산,상온보관,"대두,밀",
2026-03-04,수,조식,8,두유,후식/음료,108,8.3,20.5,5,266,4.4,2.1,109,3.5,국내산,냉장보관,없음,
2026-03-04,수,중식,1,찰밥,주식,368,22.3,23.1,17.7,880,6.3,5.8,112,7,국내산,냉동보관,대두,
2026-03-04,수,중식,2,북어국,국/찌개,89,28.9,8.8,5,526,8.9,1.3,45,6.2,국내산,냉장보관,"밀,대두,새우",
2026-03-04,수,중식,3,오리불고기,주찬,232,33.9,12.3,5,546,4.5,5.5,107,7.3,미국산,상온보관,"대두,밀",
2026-03-04,수,중식,4,상추무침,부찬,60,11.7,9.9,5,611,13.7,1.4,63,3.8,미국산,상온보관,"계란,밀",
2026-03-04,수,중식,5,계란부침,부찬,103,28.9,17.4,5,482,9.5,3.7,46,5,국내산,상온보관,"난류,대두,밀,새우",
2026-03-04,수,중식,6,총각김치,김치류,46,17,23.4,5,798,3.4,1.5,43,2,호주산,냉장보관,대두,
2026-03-04,수,중식,7,총각김치,김치류,5,22.6,24.3,5,732,2.7,2.9,84,5.2,국내산,상온보관,"계란,밀",
2026-03-04,수,중식,8,과일(수박),후식/음료,76,24.3,25,5,236,13.9,2.6,47,7.1,국내산,상온보관,없음,
2026-03-04,수,석식,1,잡곡밥,주식,349,15.9,21.7,22.5,417,13.4,5.1,48,1.7,국내산,상온보관,"대두,밀",
2026-03-04,수,석식,2,콩나물국,국/찌개,93,26.4,21.2,5,530,14.5,4.5,35,4.1,국내산,상온보관,없음,
2026-03-04,수,석식,3,햄볶음,주찬,220,7.8,5.6,34.6,497,13.9,1,53,4.4,중국산,상온보관,"계란,밀",
2026-03-04,수,석식,4,취나물,부찬,42,24.6,21.3,5,764,14.2,4.8,38,6.7,중국산,상온보관,"밀,계란,대두",
2026-03-04,수,석식,5,두부부침,부찬,97,25.9,4.1,5,523,9.5,5.8,26,5.4,국내산,상온보관,"밀,계란,대두",
2026-03-04,수,석식,6,보쌈김치,김치류,0,33.1,17.7,5,676,11,0.9,38,5.6,중국산,냉장보관,우유,
2026-03-04,수,석식,7,깍두기,김치류,41,18.8,12.4,5,410,14,3.4,0,1.5,국내산,냉장보관,"밀,대두,새우",
2026-03-04,수,석식,8,두유,후식/음료,90,31.9,3.8,5,423,2.9,3.1,8,5.9,중국산,냉장보관,우유,
2026-03-05,목,조식,1,콩밥,주식,320,26.5,11.5,27.6,690,2.5,6,92,6.3,국내산,상온보관,우유,
2026-03-05,목,조식,2,부대찌개,국/찌개,54,16.3,21.3,5,405,1.8,1.3,46,5.6,국내산,냉장보관,"밀,대두,새우",
2026-03-05,목,조식,3,돈까스,주찬,249,19.7,8.8,22.7,622,7.3,1.1,8,1.3,국내산,냉장보관,우유,
2026-03-05,목,조식,4,상추무침,부찬,30,15.6,23.7,5,202,4.4,4.3,92,7.3,국내산,냉장보관,"우유,계란",
2026-03-05,목,조식,5,멸치볶음,부찬,68,23.9,23.4,5,222,10.1,3.7,40,8,국내산,상온보관,없음,
2026-03-05,목,조식,6,파김치,김치류,27,25,5.8,5,359,13.2,2.7,6,5.1,국내산,상온보관,"우유,계란",
2026-03-05,목,조식,7,깍두기,김치류,-3,34.3,4.1,5,321,13.5,6,1,4.4,호주산,냉동보관,"계란,밀",
2026-03-05,목,조식,8,과일(수박),후식/음료,82,19.2,20.6,5,815,5.8,5.9,18,2.1,국내산,냉장보관,"밀,계란,대두",
2026-03-05,목,중식,1,콩밥,주식,335,26.9,22.6,6,387,2.2,2.5,16,0.6,국내산,상온보관,"대두,밀",
2026-03-05,목,중식,2,콩나물국,국/찌개,57,17.3,6.8,5,484,1.4,2.2,108,1.2,국내산,냉장보관,"난류,대두,밀,새우",
2026-03-05,목,중식,3,돼지불고기,주찬,242,26.5,22.4,5,650,9.9,1.1,108,3.9,국내산,상온보관,없음,
2026-03-05,목,중식,4,숙주나물,부찬,44,27.9,7.4,5,389,11,1.5,4,4.4,국내산,냉장보관,"우유,계란",
2026-03-05,목,중식,5,감자조림,부찬,51,31.6,18.3,5,563,5.7,1.4,67,6.9,중국산,냉장보관,없음,
2026-03-05,목,중식,6,열무김치,김치류,7,5.4,21.2,5,857,8.9,1.2,82,4.3,국내산,상온보관,우유,
2026-03-05,목,중식,7,파김치,김치류,24,20.4,7.3,5,454,9.5,4.1,106,5.7,국내산,상온보관,없음,
2026-03-05,목,중식,8,수정과,후식/음료,100,21.8,20.8,5,258,2.4,4.3,112,5.9,국내산,냉장보관,없음,
2026-03-05,목,석식,1,오곡밥,주식,363,27.3,17.6,23.9,197,1.2,5.6,116,1.3,국내산,냉장보관,"우유,계란",
2026-03-05,목,석식,2,시금치된장국,국/찌개,84,17.5,8.7,5,677,14.5,1.4,43,5.7,미국산,상온보관,"밀,대두,새우",
2026-03-05,목,석식,3,두부조림,주찬,280,28,19.1,5,392,5.3,0.6,20,6,국내산,냉장보관,"난류,밀,대두",
2026-03-05,목,석식,4,취나물,부찬,41,28.6,9.4,5,388,14.3,2.7,106,5.8,국내산,상온보관,"우유,계란",
2026-03-05,목,석식,5,풋고추볶음,부찬,75,30.8,22.1,5,754,6.4,5.9,27,7.1,중국산,상온보관,"밀,계란,대두",
2026-03-05,목,석식,6,오이소박이,김치류,42,7.3,11.4,5,674,1.1,2.3,0,3.3,미국산,상온보관,없음,
2026-03-05,목,석식,7,깍두기,김치류,5,9.9,8.1,5,228,6.9,3.7,33,7.7,국내산,냉장보관,"우유,계란",
2026-03-05,목,석식,8,요구르트,후식/음료,74,7.3,6.5,5,850,12.4,2.1,70,1.1,미국산,상온보관,"밀,대두,새우",
2026-03-06,금,조식,1,잡곡밥,주식,356,20.4,11.3,43.2,322,3.4,5.3,101,6.7,국내산,상온보관,없음,
2026-03-06,금,조식,2,김치찌개,국/찌개,90,31.4,13,5,241,12,0.6,80,4.9,국내산,냉동보관,없음,
2026-03-06,금,조식,3,갈치구이,주찬,259,12.9,16.6,14.5,827,4.8,4.7,78,2.5,호주산,냉동보관,없음,
2026-03-06,금,조식,4,고사리나물,부찬,46,5.9,23.8,5,791,14.7,5.4,27,6.9,국내산,상온보관,"대두,밀",
2026-03-06,금,조식,5,연근조림,부찬,53,22,14.1,5,319,9.1,3,85,3.5,국내산,냉장보관,"난류,대두,밀,새우",
2026-03-06,금,조식,6,깍두기,김치류,18,25.8,8.9,5,192,2.7,4.1,56,2.5,중국산,상온보관,"난류,대두,밀,새우",
2026-03-06,금,조식,7,갓김치,김치류,24,27.7,17.6,5,709,4.7,4,13,7.9,국내산,냉장보관,"계란,밀",
2026-03-06,금,조식,8,과일(바나나),후식/음료,112,33.6,9.6,5,199,11.6,5.6,11,4.6,국내산,상온보관,"밀,대두,새우",
2026-03-06,금,중식,1,콩밥,주식,365,31.1,20.3,14.5,479,12.6,1.5,108,0.7,국내산,냉장보관,없음,
2026-03-06,금,중식,2,콩나물해장국,국/찌개,62,17,15.8,5,359,14.7,4.4,90,5.7,국내산,냉동보관,"난류,밀,대두",
2026-03-06,금,중식,3,닭찜,주찬,270,7.7,12.6,31.4,326,7.2,4.5,0,3,중국산,냉장보관,"대두,밀",
2026-03-06,금,중식,4,당근무침,부찬,55,9.8,18.2,5,344,5,5.6,21,6.4,미국산,냉동보관,"우유,계란",
2026-03-06,금,중식,5,표고버섯볶음,부찬,81,8.6,9,5,254,6.7,3.6,40,2.6,국내산,냉장보관,우유,
2026-03-06,금,중식,6,열무김치,김치류,-3,34.2,17.3,5,827,5.6,2.9,91,7.1,국내산,냉장보관,없음,
2026-03-06,금,중식,7,총각김치,김치류,-5,28.7,13.8,5,309,7.2,2.8,27,3.4,미국산,냉장보관,"계란,밀",
2026-03-06,금,중식,8,수정과,후식/음료,101,13.2,19.8,5,200,1.6,1.6,77,5.7,호주산,냉장보관,대두,
2026-03-06,금,석식,1,흑미밥,주식,371,22.9,12.7,41.3,641,7.2,4.1,10,7.8,미국산,상온보관,없음,금요특식
2026-03-06,금,석식,2,김치찌개,국/찌개,73,18.9,15.5,5,613,1.7,4.5,55,3.5,국내산,냉장보관,없음,금요특식
2026-03-06,금,석식,3,닭찜,주찬,232,10,20.2,5,676,13.5,3.4,106,3.3,국내산,상온보관,"난류,밀,대두",금요특식
2026-03-06,금,석식,4,깻잎무침,부찬,35,11.4,18,5,738,7.4,3.4,2,1.8,중국산,상온보관,대두,금요특식
2026-03-06,금,석식,5,두부부침,부찬,53,20.3,23.8,5,306,7.1,1.8,3,2.7,국내산,냉장보관,"계란,밀",금요특식
2026-03-06,금,석식,6,갓김치,김치류,9,15.4,20.9,5,758,5.8,3,55,3.5,국내산,냉장보관,"계란,밀",금요특식
2026-03-06,금,석식,7,갓김치,김치류,29,21,24.2,5,616,13.6,1.1,19,0.6,호주산,상온보관,"우유,계란",금요특식
2026-03-06,금,석식,8,우유,후식/음료,105,17.3,21.7,5,605,5.9,3.1,99,3.7,중국산,상온보관,"대두,밀",금요특식
2026-03-07,토,조식,1,흑미밥,주식,329,21.8,13.3,30.5,746,2.1,3.9,16,6,국내산,상온보관,"대두,밀",
2026-03-07,토,조식,2,설렁탕,국/찌개,55,12,18.7,5,554,4.2,3.7,0,5.8,국내산,상온보관,없음,
2026-03-07,토,조식,3,삼겹살구이,주찬,272,25.8,20.5,5,333,6,1.1,119,3.5,국내산,냉장보관,우유,
2026-03-07,토,조식,4,시금치나물,부찬,64,20.9,14.8,5,559,6.7,5.9,27,3.8,국내산,냉장보관,"밀,계란,대두",
2026-03-07,토,조식,5,멸치볶음,부찬,96,28.5,12.3,5,813,1.6,1.4,75,5.5,국내산,냉장보관,"대두,밀",
2026-03-07,토,조식,6,열무김치,김치류,29,9.2,12,5,880,9.1,5.6,18,2.5,국내산,냉장보관,없음,
2026-03-07,토,조식,7,갓김치,김치류,-2,16.6,16.8,5,330,6.7,1.5,18,3.1,국내산,상온보관,없음,
2026-03-07,토,조식,8,우유,후식/음료,90,28.2,6.9,5,705,9,4.7,82,5.4,중국산,상온보관,없음,
2026-03-07,토,중식,1,잡곡밥,주식,339,18,17.9,26.5,170,1.5,5.4,67,1.2,국내산,냉장보관,"계란,밀",
2026-03-07,토,중식,2,김치찌개,국/찌개,52,34.1,15.2,5,781,5.2,2.4,59,1.3,국내산,냉장보관,없음,
2026-03-07,토,중식,3,어묵볶음,주찬,248,16.6,12.5,17.3,590,2.4,5.6,97,3.3,국내산,냉동보관,없음,
2026-03-07,토,중식,4,숙주나물,부찬,63,16.7,11.7,5,813,12.2,3.6,96,4.4,호주산,냉장보관,"계란,밀",
2026-03-07,토,중식,5,어묵조림,부찬,90,12.4,23.5,5,163,5.1,3.6,3,1.5,국내산,냉장보관,우유,
2026-03-07,토,중식,6,깍두기,김치류,3,16.7,23.2,5,375,2.7,2,82,5.3,중국산,상온보관,없음,
2026-03-07,토,중식,7,파김치,김치류,42,8.8,6.8,5,356,14.2,1.5,91,5.6,국내산,상온보관,우유,
2026-03-07,토,중식,8,과일(포도),후식/음료,110,20.3,18.4,5,399,1.9,3.8,39,3.3,국내산,냉장보관,"난류,대두,밀,새우",
2026-03-07,토,석식,1,흑미밥,주식,329,10.4,20.3,26.2,167,3.1,5.8,9,7.7,국내산,냉동보관,우유,
2026-03-07,토,석식,2,순두부찌개,국/찌개,73,34.6,10.9,5,706,5.5,3.9,50,0.8,국내산,냉장보관,대두,
2026-03-07,토,석식,3,소불고기,주찬,222,8.8,17.2,8,778,7.3,1.9,28,2.2,호주산,냉장보관,우유,
2026-03-07,토,석식,4,가지나물,부찬,61,32.9,13,5,342,8.6,5.5,53,5.2,국내산,냉장보관,없음,
2026-03-07,토,석식,5,풋고추볶음,부찬,99,18.5,17.7,5,641,9.5,5,103,7.9,중국산,상온보관,"밀,계란,대두",
2026-03-07,토,석식,6,보쌈김치,김치류,38,21.9,18.4,5,837,2.9,0.9,21,2.6,호주산,냉장보관,없음,
2026-03-07,토,석식,7,총각김치,김치류,35,11.8,24.5,5,845,7.1,4.4,9,3,호주산,냉장보관,우유,
2026-03-07,토,석식,8,과일(수박),후식/음료,102,34.4,18.7,5,564,9.7,1.1,14,7,국내산,상온보관,"밀,계란,대두",
2026-03-08,일,조식,1,기장밥,주식,320,9.9,18.7,28,755,11.4,4.3,120,4,국내산,냉장보관,"계란,밀",
2026-03-08,일,조식,2,감자국,국/찌개,70,21,7.3,5,506,6,1.8,7,2.1,국내산,냉장보관,없음,
2026-03-08,일,조식,3,고등어조림,주찬,254,10.2,17.5,13.9,589,8.6,0.6,32,7.6,국내산,냉동보관,없음,
2026-03-08,일,조식,4,도라지무침,부찬,79,7.2,22.2,5,179,10,2.8,55,1.1,국내산,상온보관,없음,
2026-03-08,일,조식,5,양파볶음,부찬,97,24.6,12.9,5,778,2.1,4.7,99,2.2,국내산,냉장보관,"난류,밀,대두",
2026-03-08,일,조식,6,동치미,김치류,35,9.5,12.9,5,237,4,5,44,2.6,국내산,냉동보관,"난류,밀,대두",
2026-03-08,일,조식,7,백김치,김치류,-1,11.7,13.8,5,458,7.6,5.4,33,2.3,국내산,냉장보관,"계란,밀",
2026-03-08,일,조식,8,우유,후식/음료,65,33.9,9.2,5,373,7.8,1.1,50,3.1,미국산,냉장보관,없음,
2026-03-08,일,중식,1,콩밥,주식,363,33.9,21.9,7.6,408,9.3,5.9,28,2.3,미국산,냉동보관,"계란,밀",
2026-03-08,일,중식,2,육개장,국/찌개,67,19,13.6,5,210,4.2,4.3,111,2.6,국내산,냉장보관,"밀,계란,대두",
2026-03-08,일,중식,3,생선까스,주찬,262,28.1,19.5,5,614,10.7,5.3,28,6.5,국내산,냉동보관,"밀,계란,대두",
2026-03-08,일,중식,4,깻잎무침,부찬,82,10.6,18.6,5,504,13.1,2.1,37,3.5,국내산,상온보관,없음,
2026-03-08,일,중식,5,두부부침,부찬,103,17.6,11.9,5,650,1.9,4.1,41,3.4,국내산,냉동보관,없음,
2026-03-08,일,중식,6,보쌈김치,김치류,29,21.5,21.5,5,281,14.4,5.3,42,6.7,국내산,냉동보관,"밀,계란,대두",
2026-03-08,일,중식,7,파김치,김치류,20,30.5,21.5,5,555,6.9,5.9,68,3,중국산,냉동보관,없음,
2026-03-08,일,중식,8,아이스크림,후식/음료,108,11.4,12.7,5,156,4.1,2.6,72,3.7,미국산,상온보관,없음,
2026-03-08,일,석식,1,오곡밥,주식,336,6.3,5.8,64.7,346,3.2,4.4,66,6.7,국내산,냉장보관,우유,
2026-03-08,일,석식,2,북어국,국/찌개,63,17.5,7,5,631,9.3,3.4,117,7.2,국내산,냉장보관,"밀,계란,대두",
2026-03-08,일,석식,3,소불고기,주찬,267,12.3,11,29.7,664,12.1,1.3,19,1.4,호주산,상온보관,없음,
2026-03-08,일,석식,4,상추무침,부찬,40,15.3,21.1,5,809,14.4,3,78,2.8,국내산,냉동보관,우유,
2026-03-08,일,석식,5,양파볶음,부찬,71,24.3,24,5,348,12.2,4.3,103,4.3,국내산,냉장보관,"밀,계란,대두",
2026-03-08,일,석식,6,오이소박이,김치류,0,12.4,5.4,5,332,9.7,5.3,112,1.9,국내산,냉장보관,없음,
2026-03-08,일,석식,7,깍두기,김치류,6,15.7,24.6,5,391,2.6,5,4,5.6,국내산,상온보관,우유,
2026-03-08,일,석식,8,식혜,후식/음료,64,26.1,5.2,5,180,4.2,0.6,41,5,국내산,냉장보관,"난류,밀,대두",
2026-03-09,월,조식,1,현미밥,주식,373,21.4,10.1,49.1,535,3.9,1.8,64,8,국내산,상온보관,대두,
2026-03-09,월,조식,2,두부된장찌개,국/찌개,86,13.2,8.5,5,185,9,1.3,91,6,국내산,냉동보관,대두,
2026-03-09,월,조식,3,낙지볶음,주찬,225,28.9,19.1,5,657,7.7,5.6,80,7.9,국내산,냉장보관,"대두,밀",
2026-03-09,월,조식,4,오이무침,부찬,66,9.4,3.6,5,284,13.7,3.4,90,6.9,중국산,냉장보관,없음,
2026-03-09,월,조식,5,계란부침,부찬,63,8,17.6,5,874,9.8,4.8,17,2.7,국내산,상온보관,없음,
2026-03-09,월,조식,6,깍두기,김치류,24,17.8,20.2,5,884,2.5,2.1,84,2.8,중국산,상온보관,대두,
2026-03-09,월,조식,7,갓김치,김치류,1,29.2,23.9,5,663,4.2,3.1,31,6.8,국내산,상온보관,없음,
2026-03-09,월,조식,8,과일(바나나),후식/음료,64,28.5,10.7,5,372,1.8,1.4,5,2.9,미국산,냉동보관,없음,
2026-03-09,월,중식,1,보리밥,주식,360,27.8,11.5,36.3,592,7,0.7,65,7.9,미국산,냉장보관,우유,
2026-03-09,월,중식,2,두부된장찌개,국/찌개,66,14.1,24.2,5,207,10.4,2.1,6,3.7,국내산,상온보관,"밀,대두,새우",
2026-03-09,월,중식,3,소불고기,주찬,252,26.3,13.8,5.7,856,7,3.3,19,4.7,국내산,냉동보관,없음,
2026-03-09,월,중식,4,가지나물,부찬,42,22.4,8.5,5,369,6.9,5.5,100,4.7,국내산,냉장보관,대두,
2026-03-09,월,중식,5,표고버섯볶음,부찬,85,13.7,7.9,5,553,9,4.9,37,1.8,국내산,상온보관,대두,
2026-03-09,월,중식,6,동치미,김치류,38,17.4,9.8,5,394,11.2,5.2,38,5.1,호주산,냉장보관,없음,
2026-03-09,월,중식,7,배추김치,김치류,44,10,15.4,5,651,14.1,4.6,24,7.2,국내산,냉동보관,"밀,계란,대두",
2026-03-09,월,중식,8,과일(귤),후식/음료,85,34.5,20.7,5,484,6.5,4,18,3.9,국내산,냉장보관,없음,
2026-03-09,월,석식,1,보리밥,주식,350,16.6,13.3,41,466,9.1,4.7,5,3.1,국내산,냉장보관,"밀,대두,새우",
2026-03-09,월,석식,2,김치찌개,국/찌개,96,32.4,21.4,5,193,1.5,1.9,74,0.5,호주산,상온보관,"우유,계란",
2026-03-09,월,석식,3,햄볶음,주찬,256,17.3,8.7,27.1,622,1.9,4.6,120,3.6,국내산,냉장보관,대두,
2026-03-09,월,석식,4,콩나물무침,부찬,32,6.9,18.6,5,212,3.9,2.2,110,0.9,국내산,냉동보관,없음,
2026-03-09,월,석식,5,아스파라거스볶음,부찬,107,6.6,11.9,5,409,13.6,2.9,59,3.2,국내산,상온보관,없음,
2026-03-09,월,석식,6,석박지,김치류,3,33.3,23,5,621,3.9,2,22,3.4,국내산,냉동보관,"난류,대두,밀,새우",
2026-03-09,월,석식,7,총각김치,김치류,-1,7,13.8,5,829,4.1,3.4,65,2.4,국내산,상온보관,없음,
2026-03-09,월,석식,8,수정과,후식/음료,114,9.8,19.7,5,660,7.9,5.2,92,7.7,호주산,냉장보관,없음,
2026-03-10,화,조식,1,콩밥,주식,324,16.8,24.2,9.8,499,6.2,5.8,35,3,미국산,냉장보관,"대두,밀",
2026-03-10,화,조식,2,된장찌개,국/찌개,108,34.3,12.3,5,658,13,3.1,62,7.5,국내산,냉장보관,"대두,밀",
2026-03-10,화,조식,3,돼지불고기,주찬,241,30.8,23.1,5,699,5.8,1.1,4,6.4,국내산,냉장보관,"난류,대두,밀,새우",
2026-03-10,화,조식,4,고사리나물,부찬,82,17,24.3,5,716,1.6,2,55,1.4,미국산,상온보관,"대두,밀",
2026-03-10,화,조식,5,표고버섯볶음,부찬,66,32.5,19.8,5,873,9.3,1.2,84,0.7,미국산,냉동보관,"우유,계란",
2026-03-10,화,조식,6,갓김치,김치류,23,26.6,15.1,5,475,12.8,1.6,42,1.7,중국산,냉동보관,"난류,대두,밀,새우",
2026-03-10,화,조식,7,백김치,김치류,-5,13.8,21.9,5,665,7.2,2.4,100,6.3,미국산,상온보관,없음,
2026-03-10,화,조식,8,푸딩,후식/음료,75,16.8,18.2,5,801,8.2,2,30,4.2,국내산,상온보관,대두,
2026-03-10,화,중식,1,흑미밥,주식,335,20.1,16.1,27.4,689,4.3,3.2,119,7.4,국내산,냉장보관,없음,
2026-03-10,화,중식,2,부대찌개,국/찌개,55,26.1,12.4,5,269,1.1,2,67,7.2,호주산,냉동보관,"난류,대두,밀,새우",
2026-03-10,화,중식,3,어묵볶음,주찬,235,29.8,14.6,5,482,3.6,2.2,34,2.1,미국산,냉장보관,없음,
2026-03-10,화,중식,4,브로콜리무침,부찬,68,34.6,21.7,5,755,9.8,5.6,36,5.8,국내산,상온보관,"밀,계란,대두",
2026-03-10,화,중식,5,우엉조림,부찬,66,29.5,6.1,5,362,3.5,4.7,34,7.3,국내산,냉장보관,"밀,대두,새우",
2026-03-10,화,중식,6,석박지,김치류,12,15.1,18.4,5,546,2.8,4.5,18,2.4,중국산,냉장보관,"계란,밀",
2026-03-10,화,중식,7,배추김치,김치류,-6,8.8,15.4,5,352,12.4,2.9,119,1.8,국내산,냉동보관,"난류,밀,대두",
2026-03-10,화,중식,8,과일(바나나),후식/음료,95,30.9,5,5,252,5.8,1.7,81,0.9,미국산,냉동보관,"우유,계란",
2026-03-10,화,석식,1,팥밥,주식,364,26.9,11.6,38,588,13.5,0.7,116,6.4,국내산,냉장보관,"난류,밀,대두",
2026-03-10,화,석식,2,삼계탕국물,국/찌개,57,6.2,8.7,5,451,8.5,0.5,5,7.7,국내산,냉동보관,"계란,밀",
2026-03-10,화,석식,3,돼지불고기,주찬,270,7.4,17.4,21,875,9,3.8,102,1.3,국내산,냉장보관,"계란,밀",
2026-03-10,화,석식,4,고사리나물,부찬,31,10,14.5,5,656,5,3.3,99,2.7,국내산,상온보관,"밀,대두,새우",
2026-03-10,화,석식,5,연근조림,부찬,90,29.1,10.8,5,837,2.4,4.7,48,4.8,미국산,냉장보관,대두,
2026-03-10,화,석식,6,깍두기,김치류,4,6.7,15.4,5,194,8.2,4.2,55,0.9,국내산,냉장보관,"난류,밀,대두",
2026-03-10,화,석식,7,깍두기,김치류,3,21.1,18.3,5,369,12.8,2.6,58,7.7,국내산,냉동보관,없음,
2026-03-10,화,석식,8,과일(사과),후식/음료,111,24.4,14.6,5,890,5.7,2.2,69,2.3,국내산,상온보관,"난류,밀,대두",
2026-03-11,수,조식,1,찰밥,주식,349,30.6,23.6,5,783,5.8,5.5,13,7.3,호주산,상온보관,우유,
2026-03-11,수,조식,2,순두부찌개,국/찌개,69,24.4,20.3,5,761,10.8,5.1,46,7.1,미국산,상온보관,없음,
2026-03-11,수,조식,3,삼겹살구이,주찬,262,20.8,24.4,5,191,10.2,4.1,26,4.6,국내산,냉장보관,"우유,계란",
